event_index,crate7_trigger,crate7_tcp_fill,crate7_gpu_fill,crate8_trigger,crate8_tcp_fill,crate8_gpu_fill,filename
410,748209,27312,27312,750257,29360,29360,run00322_00030.mid.lz4
411,748210,27313,27313,750258,29361,29361,run00322_00030.mid.lz4
412,748211,27314,27314,750259,29362,29362,run00322_00030.mid.lz4
413,748212,27315,27315,750260,29363,29363,run00322_00030.mid.lz4
414,748213,27316,27316,750261,29364,29364,run00322_00030.mid.lz4
415,748214,27317,27317,750262,29365,29365,run00322_00030.mid.lz4
416,748215,27318,27318,750263,29366,29366,run00322_00030.mid.lz4
417,748216,27319,27319,750264,29367,29367,run00322_00030.mid.lz4
418,748217,27320,27320,750265,29368,29368,run00322_00030.mid.lz4
419,748218,27321,27321,750266,29369,29369,run00322_00030.mid.lz4
420,748219,27322,27322,750267,29370,29370,run00322_00030.mid.lz4
421,748220,27323,27323,750268,29371,29371,run00322_00030.mid.lz4
422,748221,27324,27324,750269,29372,29372,run00322_00030.mid.lz4
423,748222,27325,27325,750270,29373,29373,run00322_00030.mid.lz4
424,748223,27326,27326,750271,29374,29374,run00322_00030.mid.lz4
425,748224,27327,27327,750272,29375,29375,run00322_00030.mid.lz4
426,748225,27328,27328,750273,29376,29376,run00322_00030.mid.lz4
427,748226,27329,27329,750274,29377,29377,run00322_00030.mid.lz4
428,748227,27330,27330,750275,29378,29378,run00322_00030.mid.lz4
429,748228,27331,27331,750276,29379,29379,run00322_00030.mid.lz4
430,748229,27332,27332,750277,29380,29380,run00322_00030.mid.lz4
431,748230,27333,27333,750278,29381,29381,run00322_00030.mid.lz4
432,748231,27334,27334,750279,29382,29382,run00322_00030.mid.lz4
433,748232,27335,27335,750280,29383,29383,run00322_00030.mid.lz4
434,748233,27336,27336,750281,29384,29384,run00322_00030.mid.lz4
435,748234,27337,27337,750282,29385,29385,run00322_00030.mid.lz4
436,748235,27338,27338,750283,29386,29386,run00322_00030.mid.lz4
437,748236,27339,27339,750284,29387,29387,run00322_00030.mid.lz4
438,748237,27340,27340,750285,29388,29388,run00322_00030.mid.lz4
439,748238,27341,27341,750286,29389,29389,run00322_00030.mid.lz4
440,748239,27342,27342,750287,29390,29390,run00322_00030.mid.lz4
441,748240,27343,27343,750288,29391,29391,run00322_00030.mid.lz4
442,748241,27344,27344,750289,29392,29392,run00322_00030.mid.lz4
443,748242,27345,27345,750290,29393,29393,run00322_00030.mid.lz4
444,748243,27346,27346,750291,29394,29394,run00322_00030.mid.lz4
445,748244,27347,27347,750292,29395,29395,run00322_00030.mid.lz4
446,748245,27348,27348,750293,29396,29396,run00322_00030.mid.lz4
447,748246,27349,27349,750294,29397,29397,run00322_00030.mid.lz4
448,748247,27350,27350,750295,29398,29398,run00322_00030.mid.lz4
449,748248,27351,27351,750296,29399,29399,run00322_00030.mid.lz4
450,747737,26840,26840,750297,29400,29400,run00322_00030.mid.lz4
451,747738,26841,26841,750298,29401,29401,run00322_00030.mid.lz4
452,747739,26842,26842,750299,29402,29402,run00322_00030.mid.lz4
453,747740,26843,26843,750300,29403,29403,run00322_00030.mid.lz4
454,747741,26844,26844,750301,29404,29404,run00322_00030.mid.lz4
455,747742,26845,26845,750302,29405,29405,run00322_00030.mid.lz4
456,747743,26846,26846,750303,29406,29406,run00322_00030.mid.lz4
457,747744,26847,26847,750304,29407,29407,run00322_00030.mid.lz4
458,747745,26848,26848,750305,29408,29408,run00322_00030.mid.lz4
459,747746,26849,26849,750306,29409,29409,run00322_00030.mid.lz4
460,747747,26850,26850,750307,29410,29410,run00322_00030.mid.lz4
461,747748,26851,26851,750308,29411,29411,run00322_00030.mid.lz4
462,747749,26852,26852,750309,29412,29412,run00322_00030.mid.lz4
463,747750,26853,26853,750310,29413,29413,run00322_00030.mid.lz4
464,747751,26854,26854,749799,28902,28902,run00322_00030.mid.lz4
465,747752,26855,26855,749800,28903,28903,run00322_00030.mid.lz4
466,747753,26856,26856,749801,28904,28904,run00322_00030.mid.lz4
467,747754,26857,26857,749802,28905,28905,run00322_00030.mid.lz4
468,747755,26858,26858,749803,28906,28906,run00322_00030.mid.lz4
469,747756,26859,26859,749804,28907,28907,run00322_00030.mid.lz4
470,747757,26860,26860,749805,28908,28908,run00322_00030.mid.lz4
471,747758,26861,26861,749806,28909,28909,run00322_00030.mid.lz4
472,747759,26862,26862,749807,28910,28910,run00322_00030.mid.lz4
473,747760,26863,26863,749808,28911,28911,run00322_00030.mid.lz4
474,747761,26864,26864,749809,28912,28912,run00322_00030.mid.lz4
475,747762,26865,26865,749810,28913,28913,run00322_00030.mid.lz4
476,747763,26866,26866,749811,28914,28914,run00322_00030.mid.lz4
477,747764,26867,26867,749812,28915,28915,run00322_00030.mid.lz4
478,747765,26868,26868,749813,28916,28916,run00322_00030.mid.lz4
479,747766,26869,26869,749814,28917,28917,run00322_00030.mid.lz4
480,747767,26870,26870,749815,28918,28918,run00322_00030.mid.lz4
481,747768,26871,26871,749816,28919,28919,run00322_00030.mid.lz4
482,747769,26872,26872,749817,28920,28920,run00322_00030.mid.lz4
483,747770,26873,26873,749818,28921,28921,run00322_00030.mid.lz4
484,747771,26874,26874,749819,28922,28922,run00322_00030.mid.lz4
485,747772,26875,26875,749820,28923,28923,run00322_00030.mid.lz4
486,747773,26876,26876,749821,28924,28924,run00322_00030.mid.lz4
487,747774,26877,26877,749822,28925,28925,run00322_00030.mid.lz4
488,747775,26878,26878,749823,28926,28926,run00322_00030.mid.lz4
489,747776,26879,26879,749824,28927,28927,run00322_00030.mid.lz4
490,747777,26880,26880,749825,28928,28928,run00322_00030.mid.lz4
491,747778,26881,26881,749826,28929,28929,run00322_00030.mid.lz4
492,747779,26882,26882,749827,28930,28930,run00322_00030.mid.lz4
493,747780,26883,26883,749828,28931,28931,run00322_00030.mid.lz4
494,747781,26884,26884,749829,28932,28932,run00322_00030.mid.lz4
495,747782,26885,26885,749830,28933,28933,run00322_00030.mid.lz4
496,747783,26886,26886,749831,28934,28934,run00322_00030.mid.lz4
497,747784,26887,26887,749832,28935,28935,run00322_00030.mid.lz4
498,747785,26888,26888,749833,28936,28936,run00322_00030.mid.lz4
499,747786,26889,26889,749834,28937,28937,run00322_00030.mid.lz4
500,747787,26890,26890,749835,28938,28938,run00322_00030.mid.lz4
501,747788,26891,26891,749836,28939,28939,run00322_00030.mid.lz4
502,747789,26892,26892,749837,28940,28940,run00322_00030.mid.lz4
503,747790,26893,26893,749838,28941,28941,run00322_00030.mid.lz4
504,747791,26894,26894,749839,28942,28942,run00322_00030.mid.lz4
505,747792,26895,26895,749840,28943,28943,run00322_00030.mid.lz4
506,747793,26896,26896,749841,28944,28944,run00322_00030.mid.lz4
507,747794,26897,26897,749842,28945,28945,run00322_00030.mid.lz4
508,747795,26898,26898,749843,28946,28946,run00322_00030.mid.lz4
509,747796,26899,26899,749844,28947,28947,run00322_00030.mid.lz4
510,747797,26900,26900,749845,28948,28948,run00322_00030.mid.lz4
511,747798,26901,26901,749846,28949,28949,run00322_00030.mid.lz4
512,747799,26902,26902,749847,28950,28950,run00322_00030.mid.lz4
513,747800,26903,26903,749848,28951,28951,run00322_00030.mid.lz4
514,747801,26904,26904,749849,28952,28952,run00322_00030.mid.lz4
515,747802,26905,26905,749850,28953,28953,run00322_00030.mid.lz4
516,747803,26906,26906,749851,28954,28954,run00322_00030.mid.lz4
517,747804,26907,26907,749852,28955,28955,run00322_00030.mid.lz4
518,747805,26908,26908,749853,28956,28956,run00322_00030.mid.lz4
519,747806,26909,26909,749854,28957,28957,run00322_00030.mid.lz4
520,747807,26910,26910,749855,28958,28958,run00322_00030.mid.lz4
521,747808,26911,26911,749856,28959,28959,run00322_00030.mid.lz4
522,747809,26912,26912,749857,28960,28960,run00322_00030.mid.lz4
523,747810,26913,26913,749858,28961,28961,run00322_00030.mid.lz4
524,747811,26914,26914,749859,28962,28962,run00322_00030.mid.lz4
525,747812,26915,26915,749860,28963,28963,run00322_00030.mid.lz4
526,747813,26916,26916,749861,28964,28964,run00322_00030.mid.lz4
527,747814,26917,26917,749862,28965,28965,run00322_00030.mid.lz4
528,747815,26918,26918,749863,28966,28966,run00322_00030.mid.lz4
529,747816,26919,26919,749864,28967,28967,run00322_00030.mid.lz4
530,747817,26920,26920,749865,28968,28968,run00322_00030.mid.lz4
531,747818,26921,26921,749866,28969,28969,run00322_00030.mid.lz4
532,747819,26922,26922,749867,28970,28970,run00322_00030.mid.lz4
533,747820,26923,26923,749868,28971,28971,run00322_00030.mid.lz4
534,747821,26924,26924,749869,28972,28972,run00322_00030.mid.lz4
535,747822,26925,26925,749870,28973,28973,run00322_00030.mid.lz4
536,747823,26926,26926,749871,28974,28974,run00322_00030.mid.lz4
537,747824,26927,26927,749872,28975,28975,run00322_00030.mid.lz4
538,747825,26928,26928,749873,28976,28976,run00322_00030.mid.lz4
539,747826,26929,26929,749874,28977,28977,run00322_00030.mid.lz4
540,747827,26930,26930,749875,28978,28978,run00322_00030.mid.lz4
541,747828,26931,26931,749876,28979,28979,run00322_00030.mid.lz4
542,747829,26932,26932,749877,28980,28980,run00322_00030.mid.lz4
543,747830,26933,26933,749878,28981,28981,run00322_00030.mid.lz4
544,747831,26934,26934,749879,28982,28982,run00322_00030.mid.lz4
545,747832,26935,26935,749880,28983,28983,run00322_00030.mid.lz4
546,747833,26936,26936,749881,28984,28984,run00322_00030.mid.lz4
547,747834,26937,26937,749882,28985,28985,run00322_00030.mid.lz4
548,747835,26938,26938,749883,28986,28986,run00322_00030.mid.lz4
549,747836,26939,26939,749884,28987,28987,run00322_00030.mid.lz4
550,747837,26940,26940,749885,28988,28988,run00322_00030.mid.lz4
551,747838,26941,26941,749886,28989,28989,run00322_00030.mid.lz4
552,747839,26942,26942,749887,28990,28990,run00322_00030.mid.lz4
553,747840,26943,26943,749888,28991,28991,run00322_00030.mid.lz4
554,747841,26944,26944,749889,28992,28992,run00322_00030.mid.lz4
555,747842,26945,26945,749890,28993,28993,run00322_00030.mid.lz4
556,747843,26946,26946,749891,28994,28994,run00322_00030.mid.lz4
557,747844,26947,26947,749892,28995,28995,run00322_00030.mid.lz4
558,747845,26948,26948,749893,28996,28996,run00322_00030.mid.lz4
559,747846,26949,26949,749894,28997,28997,run00322_00030.mid.lz4
560,747847,26950,26950,749895,28998,28998,run00322_00030.mid.lz4
561,747848,26951,26951,749896,28999,28999,run00322_00030.mid.lz4
562,747849,26952,26952,749897,29000,29000,run00322_00030.mid.lz4
563,747850,26953,26953,749898,29001,29001,run00322_00030.mid.lz4
564,747851,26954,26954,749899,29002,29002,run00322_00030.mid.lz4
565,747852,26955,26955,749900,29003,29003,run00322_00030.mid.lz4
566,747853,26956,26956,749901,29004,29004,run00322_00030.mid.lz4
567,747854,26957,26957,749902,29005,29005,run00322_00030.mid.lz4
568,747855,26958,26958,749903,29006,29006,run00322_00030.mid.lz4
569,747856,26959,26959,749904,29007,29007,run00322_00030.mid.lz4
570,747857,26960,26960,749905,29008,29008,run00322_00030.mid.lz4
571,747858,26961,26961,749906,29009,29009,run00322_00030.mid.lz4
572,747859,26962,26962,749907,29010,29010,run00322_00030.mid.lz4
573,747860,26963,26963,749908,29011,29011,run00322_00030.mid.lz4
574,747861,26964,26964,749909,29012,29012,run00322_00030.mid.lz4
575,747862,26965,26965,749910,29013,29013,run00322_00030.mid.lz4
576,747863,26966,26966,749911,29014,29014,run00322_00030.mid.lz4
577,747864,26967,26967,749912,29015,29015,run00322_00030.mid.lz4
578,747865,26968,26968,749913,29016,29016,run00322_00030.mid.lz4
579,747866,26969,26969,749914,29017,29017,run00322_00030.mid.lz4
580,747867,26970,26970,749915,29018,29018,run00322_00030.mid.lz4
581,747868,26971,26971,749916,29019,29019,run00322_00030.mid.lz4
582,747869,26972,26972,749917,29020,29020,run00322_00030.mid.lz4
583,747870,26973,26973,749918,29021,29021,run00322_00030.mid.lz4
584,747871,26974,26974,749919,29022,29022,run00322_00030.mid.lz4
585,747872,26975,26975,749920,29023,29023,run00322_00030.mid.lz4
586,747873,26976,26976,749921,29024,29024,run00322_00030.mid.lz4
587,747874,26977,26977,749922,29025,29025,run00322_00030.mid.lz4
588,747875,26978,26978,749923,29026,29026,run00322_00030.mid.lz4
589,747876,26979,26979,749924,29027,29027,run00322_00030.mid.lz4
590,747877,26980,26980,749925,29028,29028,run00322_00030.mid.lz4
591,747878,26981,26981,749926,29029,29029,run00322_00030.mid.lz4
592,747879,26982,26982,749927,29030,29030,run00322_00030.mid.lz4
593,747880,26983,26983,749928,29031,29031,run00322_00030.mid.lz4
594,747881,26984,26984,749929,29032,29032,run00322_00030.mid.lz4
595,747882,26985,26985,749930,29033,29033,run00322_00030.mid.lz4
596,747883,26986,26986,749931,29034,29034,run00322_00030.mid.lz4
597,747884,26987,26987,749932,29035,29035,run00322_00030.mid.lz4
598,747885,26988,26988,749933,29036,29036,run00322_00030.mid.lz4
599,747886,26989,26989,749934,29037,29037,run00322_00030.mid.lz4
600,747887,26990,26990,749935,29038,29038,run00322_00030.mid.lz4
601,747888,26991,26991,749936,29039,29039,run00322_00030.mid.lz4
602,747889,26992,26992,749937,29040,29040,run00322_00030.mid.lz4
603,747890,26993,26993,749938,29041,29041,run00322_00030.mid.lz4
604,747891,26994,26994,749939,29042,29042,run00322_00030.mid.lz4
605,747892,26995,26995,749940,29043,29043,run00322_00030.mid.lz4
606,747893,26996,26996,749941,29044,29044,run00322_00030.mid.lz4
607,747894,26997,26997,749942,29045,29045,run00322_00030.mid.lz4
608,747895,26998,26998,749943,29046,29046,run00322_00030.mid.lz4
609,747896,26999,26999,749944,29047,29047,run00322_00030.mid.lz4
610,747897,27000,27000,749945,29048,29048,run00322_00030.mid.lz4
611,747898,27001,27001,749946,29049,29049,run00322_00030.mid.lz4
612,747899,27002,27002,749947,29050,29050,run00322_00030.mid.lz4
613,747900,27003,27003,749948,29051,29051,run00322_00030.mid.lz4
614,747901,27004,27004,749949,29052,29052,run00322_00030.mid.lz4
615,747902,27005,27005,749950,29053,29053,run00322_00030.mid.lz4
616,747903,27006,27006,749951,29054,29054,run00322_00030.mid.lz4
617,747904,27007,27007,749952,29055,29055,run00322_00030.mid.lz4
618,747905,27008,27008,749953,29056,29056,run00322_00030.mid.lz4
619,747906,27009,27009,749954,29057,29057,run00322_00030.mid.lz4
620,747907,27010,27010,749955,29058,29058,run00322_00030.mid.lz4
621,747908,27011,27011,749956,29059,29059,run00322_00030.mid.lz4
622,747909,27012,27012,749957,29060,29060,run00322_00030.mid.lz4
623,747910,27013,27013,749958,29061,29061,run00322_00030.mid.lz4
624,747911,27014,27014,749959,29062,29062,run00322_00030.mid.lz4
625,747912,27015,27015,749960,29063,29063,run00322_00030.mid.lz4
626,747913,27016,27016,749961,29064,29064,run00322_00030.mid.lz4
627,747914,27017,27017,749962,29065,29065,run00322_00030.mid.lz4
628,747915,27018,27018,749963,29066,29066,run00322_00030.mid.lz4
629,747916,27019,27019,749964,29067,29067,run00322_00030.mid.lz4
630,747917,27020,27020,749965,29068,29068,run00322_00030.mid.lz4
631,747918,27021,27021,749966,29069,29069,run00322_00030.mid.lz4
632,747919,27022,27022,749967,29070,29070,run00322_00030.mid.lz4
633,747920,27023,27023,749968,29071,29071,run00322_00030.mid.lz4
634,747921,27024,27024,749969,29072,29072,run00322_00030.mid.lz4
635,747922,27025,27025,749970,29073,29073,run00322_00030.mid.lz4
636,747923,27026,27026,749971,29074,29074,run00322_00030.mid.lz4
637,747924,27027,27027,749972,29075,29075,run00322_00030.mid.lz4
638,747925,27028,27028,749973,29076,29076,run00322_00030.mid.lz4
639,747926,27029,27029,749974,29077,29077,run00322_00030.mid.lz4
640,747927,27030,27030,749975,29078,29078,run00322_00030.mid.lz4
641,747928,27031,27031,749976,29079,29079,run00322_00030.mid.lz4
642,747929,27032,27032,749977,29080,29080,run00322_00030.mid.lz4
643,747930,27033,27033,749978,29081,29081,run00322_00030.mid.lz4
644,747931,27034,27034,749979,29082,29082,run00322_00030.mid.lz4
645,747932,27035,27035,749980,29083,29083,run00322_00030.mid.lz4
646,747933,27036,27036,749981,29084,29084,run00322_00030.mid.lz4
647,747934,27037,27037,749982,29085,29085,run00322_00030.mid.lz4
648,747935,27038,27038,749983,29086,29086,run00322_00030.mid.lz4
649,747936,27039,27039,749984,29087,29087,run00322_00030.mid.lz4
650,747937,27040,27040,749985,29088,29088,run00322_00030.mid.lz4
651,747938,27041,27041,749986,29089,29089,run00322_00030.mid.lz4
652,747939,27042,27042,749987,29090,29090,run00322_00030.mid.lz4
653,747940,27043,27043,749988,29091,29091,run00322_00030.mid.lz4
654,747941,27044,27044,749989,29092,29092,run00322_00030.mid.lz4
655,747942,27045,27045,749990,29093,29093,run00322_00030.mid.lz4
656,747943,27046,27046,749991,29094,29094,run00322_00030.mid.lz4
657,747944,27047,27047,749992,29095,29095,run00322_00030.mid.lz4
658,747945,27048,27048,749993,29096,29096,run00322_00030.mid.lz4
659,747946,27049,27049,749994,29097,29097,run00322_00030.mid.lz4
660,747947,27050,27050,749995,29098,29098,run00322_00030.mid.lz4
661,747948,27051,27051,749996,29099,29099,run00322_00030.mid.lz4
662,747949,27052,27052,749997,29100,29100,run00322_00030.mid.lz4
663,747950,27053,27053,749998,29101,29101,run00322_00030.mid.lz4
664,747951,27054,27054,749999,29102,29102,run00322_00030.mid.lz4
665,747952,27055,27055,750000,29103,29103,run00322_00030.mid.lz4
666,747953,27056,27056,750001,29104,29104,run00322_00030.mid.lz4
667,747954,27057,27057,750002,29105,29105,run00322_00030.mid.lz4
668,747955,27058,27058,750003,29106,29106,run00322_00030.mid.lz4
669,747956,27059,27059,750004,29107,29107,run00322_00030.mid.lz4
670,747957,27060,27060,750005,29108,29108,run00322_00030.mid.lz4
671,747958,27061,27061,750006,29109,29109,run00322_00030.mid.lz4
672,747959,27062,27062,750007,29110,29110,run00322_00030.mid.lz4
673,747960,27063,27063,750008,29111,29111,run00322_00030.mid.lz4
674,747961,27064,27064,750009,29112,29112,run00322_00030.mid.lz4
675,747962,27065,27065,750010,29113,29113,run00322_00030.mid.lz4
676,747963,27066,27066,750011,29114,29114,run00322_00030.mid.lz4
677,747964,27067,27067,750012,29115,29115,run00322_00030.mid.lz4
678,747965,27068,27068,750013,29116,29116,run00322_00030.mid.lz4
679,747966,27069,27069,750014,29117,29117,run00322_00030.mid.lz4
680,747967,27070,27070,750015,29118,29118,run00322_00030.mid.lz4
681,747968,27071,27071,750016,29119,29119,run00322_00030.mid.lz4
682,747969,27072,27072,750017,29120,29120,run00322_00030.mid.lz4
683,747970,27073,27073,750018,29121,29121,run00322_00030.mid.lz4
684,747971,27074,27074,750019,29122,29122,run00322_00030.mid.lz4
685,747972,27075,27075,750020,29123,29123,run00322_00030.mid.lz4
686,747973,27076,27076,750021,29124,29124,run00322_00030.mid.lz4
687,747974,27077,27077,750022,29125,29125,run00322_00030.mid.lz4
688,747975,27078,27078,750023,29126,29126,run00322_00030.mid.lz4
689,747976,27079,27079,750024,29127,29127,run00322_00030.mid.lz4
690,747977,27080,27080,750025,29128,29128,run00322_00030.mid.lz4
691,747978,27081,27081,750026,29129,29129,run00322_00030.mid.lz4
692,747979,27082,27082,750027,29130,29130,run00322_00030.mid.lz4
693,747980,27083,27083,750028,29131,29131,run00322_00030.mid.lz4
